111;1-Needle sewing machine;1-Needle sewing machine;26;;22-4-00081;JUKI;DLN-9010A-SH;2D3ED00095;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
112;1-Needle sewing machine;1-Needle sewing machine;26;;22-4-00082;JUKI;DLN-9010A-SH;2D3EE00156;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
113;1-Needle sewing machine;1-Needle sewing machine;26;;22-4-00083;JUKI;DLN-9010A-SH;2D3ED00101;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
114;1-Needle sewing machine;1-Needle sewing machine;26;;22-4-00084;JUKI;DLN-9010A-SH;2D3EF00115;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
115;1-Needle sewing machine;1-Needle sewing machine;26;;22-4-00085;JUKI;DLN-9010A-SH;2D3EB00296;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
116;1-Needle sewing machine;1-Needle sewing machine;26;;22-4-00086;JUKI;DLN-9010A-SH;2D3ED00102;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
117;1-Needle sewing machine;1-Needle sewing machine;26;;22-4-00087;JUKI;DLN-9010A-SH;2D3EC00058;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
118;1-Needle sewing machine;1-Needle sewing machine;26;;22-4-00088;JUKI;DLN-9010A-SH;2D3EB00165;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
119;1-Needle sewing machine;1-Needle sewing machine;26;;22-4-00089;JUKI;DLN-9010A-SH;2D3EF00033;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
120;1-Needle sewing machine;1-Needle sewing machine;26;;22-4-00090;JUKI;DLN-9010A-SH;2D3EF00043;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
121;1-Needle sewing machine;1-Needle sewing machine;26;;22-4-00091;JUKI;DLN-9010A-SH;2D3EE00040;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
122;1-Needle sewing machine;1-Needle sewing machine;26;;22-4-00092;JUKI;DLN-9010A-SH;2D3EE00147;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
123;1-Needle sewing machine;1-Needle sewing machine;26;;22-4-00093;JUKI;DLN-9010A-SH;2D3ED00021;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
124;1-Needle sewing machine;1-Needle sewing machine;26;;22-4-00094;JUKI;DLN-9010A-SH;2D3EF00218;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
125;1-Needle sewing machine;1-Needle sewing machine;26;;22-4-00095;SUNSTAR;KM -250B;80906446;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
126;1-Needle sewing machine;1-Needle sewing machine;26;;22-4-00096;SUNSTAR;KM -250B;80906459;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
127;1-Needle sewing machine;1-Needle sewing machine;26;;22-4-00097;SUNSTAR;KM -250B;80906486;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
128;1-Needle sewing machine;1-Needle sewing machine;26;;22-4-00098;SUNSTAR;KM -250B;80906440;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
129;1-Needle sewing machine;1-Needle sewing machine;26;;22-4-00099;SUNSTAR;KM -250B;71208949;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
130;1-Needle sewing machine;1-Needle sewing machine;26;;22-4-00100;SUNSTAR;KM -250B;71208950;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
131;1-Needle sewing machine;1-Needle sewing machine;26;;22-4-00101;SUNSTAR;KM -250B;80906492;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
132;1-Needle sewing machine;1-Needle sewing machine;26;;22-4-00102;SUNSTAR;KM -250B;71208975;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
133;1-Needle sewing machine;1-Needle sewing machine;26;;22-4-00103;SUNSTAR;KM -250B;80906481;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
